gsea0,geometry,Gi_gsea0,Gi_sum
0.0,POINT (0.4564324101691749 0.1564386627103723),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3987533936361506 0.2036378050760906),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3642290410373329 0.190453281021266),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4412682709212309 0.1874423737449889),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.459226068289081 0.2373692352050268),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.429903528746117 0.2327906400150672),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.2219598554399675 0.0871621686338657),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3931035199862269 0.2231009097847189),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4437524385566072 0.1803664716007395),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4634080481186748 0.348967998818452),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4985658747998256 0.2492961187696162),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4718038423975116 0.2660236468171352),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4009285403953394 0.0641157101989985),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4038028832328297 0.1110726262902477),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3858942557066775 0.0860990609681075),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3731693169798748 0.0984553685264807),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3719404128375017 0.1135634329244686),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3802506364524003 0.1495301087501855),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.369736671962981 0.1011812500145431),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3818212166682538 0.1676186979028591),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3815393639680196 0.1280061259237333),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3868714635992251 0.1249429312208232),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3658935378048225 0.1000331714402),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3814515949822606 0.0946860540583163),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3838364532754371 0.0649074580444843),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4024651869625809 0.1381426332159789),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4194508374678946 0.0669086571279855),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4236759698267249 0.0618288753085555),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4262736013224529 0.0260100680795289),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4353240865172916 0.0337241667306036),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.44174806782069 0.0455676306192789),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4530439902864135 0.0282698174835394),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4588324308736093 0.0367276649923026),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4070674209040668 0.0459354865210151),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4158067900966932 0.0352722780129521),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5193573407365043 0.0712552188664019),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4237132402520986 0.0946489886721957),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5201849361935749 0.2540097696987788),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3428195384447678 0.1937119754384219),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4908417945929522 0.2966061346199425),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4805042980943868 0.3180309778940388),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5424699996084662 0.2362282910671303),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.335803273944438 0.246741832525658),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4073505136074656 0.3152261362221968),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3451443342648391 0.2657137202751193),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.500938852450229 0.3205879212934208),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4894479374814717 0.3103189050899744),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4676055701722071 0.2211500407336412),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5719092623432388 0.244930133155468),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.5487220333151906 0.2833524559543894),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4833478653379428 0.2674435086744339),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4157607347596604 0.249414265622853),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.65234068315467 0.1478980607962311),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4067361885425269 0.2321397235347749),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.428238508969769 0.2459226093098416),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6216591616141581 0.1199771549217319),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4307683419931424 0.1449871384332764),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4296282024028867 0.1288591968281892),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4409776760960963 0.1387714453649857),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4274442437146491 0.2653254388110682),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4657808203844317 0.0482103207844809),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.525193518980222 0.3171240407853982),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4789305831543404 0.3277856751937665),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3317921689206379 0.1330966377917252),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.7039141510474607 0.1689651839500659),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6610817040938711 0.1221565198892182),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.6526261149202014 0.1350958969768665),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6065635481233742 0.0545967642225097),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.6223176465920436 0.0485047154017837),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6171311699691842 0.0336823583443207),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6361665929553565 0.0755688799237985),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.569231500090267 0),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6040093735600832 0.0220825418860155),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6468385124583004 0.1139281180886381),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5670463733506806 0.0414162041692157),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5652081484383114 0.0598624472998747),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5429252418984033 0.0859346009517545),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5646701717103465 0.1372523768355387),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.536043849077554 0.1355437136316886),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5498704745747477 0.1000419259654016),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5173004480299268 0.0780760756445193),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5445881122226492 0.137667737011298),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5587792833807809 0.1984162698597247),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6502170825123563 0.1761368973412602),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.661359041729248 0.1869764579281629),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.1776690952346504 0.1056730704214021),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5698290073311009 0.1079776450791062),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6382852570056912 0.1338927298271171),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5133042928826703 0.3400588437063818),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6053079951888091 0.2573330017613698),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5042133642491184 0.1173043960573429),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.568684633237922 0.187020975788706),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6382247537453605 0.188693445898216),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.524925758030851 0.1239468179881369),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5195637675336062 0.1618738832444901),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4462532440386655 0.1144680997180568),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5083442035443636 0.1739428764473643),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4654907066077721 0.1493583773744327),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.542357256761206 0.1314356583191147),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.315433954944669 0.1108440186123819),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4581705131160164 0.176447552117609),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3982358255317424 0.1594686548575941),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5912332954885279 0.1859649469664581),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3526591626346461 0.0419011335797562),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6523373569452768 0.1707603069888224),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.2619774768409046 0.1156356015246122),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.343080306739596 0.1091178952833877),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5347327121813937 0.1212657626645443),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3557654310300737 0.1086006835049044),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3030649709099368 0.1225426617243564),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5428988830561682 0.1838007357264656),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4447065776928496 0.2892503769244723),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.5404465904813995 0.1046645830254831),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4929235064421637 0.0795507092097673),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3562176256944481 0.1686025626411889),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4133653225512753 0.2039672860043769),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4021139568627333 0.1994920544800183),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3187377746142031 0.1702266924216843),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3367478177309989 0.171137098255745),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3643825871145728 0.2118221811525913),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3509544253616056 0.2222706595296481),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.29437298144505 0.1746783554814008),5.685999405959298,5.685999405959298
0.0,POINT (0.2770312860872145 0.1798366392730306),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3790312827745328 0.2494105387677652),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3635511991824671 0.2435995731435979),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3939139331549799 0.2477368469778112),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.275989060960641 0.1895927256420706),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3846005928381594 0.2916064845303165),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4289299810030275 0.3243447788341532),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4520334078683513 0.3349608467702802),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4170449401569923 0.3071970787350961),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.429645750933105 0.3417763152550195),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3197777553745444 0.2247859542972047),5.685999405959298,5.685999405959298
0.0,POINT (0.4893251552831029 0.3219138043372998),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4118316461434956 0.3083791066516236),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4231561053919345 0.1631769923139376),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.309986036034782 0.1711327955093007),6.638513260335712,6.638513260335712
0.0,POINT (0.4255467763097368 0.2461543447489151),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4027377947631509 0.2449797321008108),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4758596029338362 0.1236581222551943),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4783400303984502 0.0762417148312858),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.445045813465485 0.0933100507633326),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4594065344496905 0.0824003863230364),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4909039606471449 0.1385901903324732),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.468868425595972 0.0849452647600332),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4746648176528187 0.1356214796392025),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4153320303796224 0.091519638903533),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4707697631566678 0.1381810961036585),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4846510486400024 0.2192882349241526),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.5106217252627494 0.0773118961497923),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4717123042431833 0.180617634407127),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4760886755872168 0.2462293221387841),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4297082345621529 0.2127686404899946),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3852077936675208 0.1563058049255869),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.555230518649778 0.2385775553274186),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5036738290037479 0.2833921500939023),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4665868108537673 0.2644706607439461),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4756782343567978 0.2678286909188138),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4439705440481905 0.2676153415214849),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3523439010190608 0.1584188977399503),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4444442856412853 0.2567235205873543),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4859121113300962 0.2549316075685995),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4823737776603868 0.0955266329906142),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3814921144526924 0.1012370614360122),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4895897378032399 0.0470169173331079),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4965256830085751 0.289783641950376),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4730199719121191 0.3442493928225955),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4426948170966296 0.3525455685782656),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6237050405437583 0.2259106544009731),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4325441312551218 0.3473385746387253),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4243930761677582 0.3176238179964854),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4298464161298096 0.3002074648568796),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4261354052852296 0.2933714940627552),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4402439451688726 0.2888633689407827),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4714967156265359 0.3041566989983647),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5134117361110154 0.3166369935998473),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4981559502673677 0.3330688448586686),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5298422199996616 0.2573396239091042),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4769554484299519 0.3096536231473646),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.490416583803625 0.3073332470627221),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.545314616943663 0.3110051931659148),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.5108960099475368 0.2698718164747057),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5312936149512093 0.2952526789249116),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.5267890291608925 0.2390124371997462),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5224061202690369 0.2282948314187892),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.5275442052900627 0.1914260981861997),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5638132631654966 0.2239900365238118),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5674176046916055 0.2013055255988271),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5800744595968222 0.2128332772162839),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5754366601977462 0.1866427119209106),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6246085030290888 0.2196181890359169),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5052595798938103 0.330491402064341),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5885836147464721 0.231147711140245),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4798896407608394 0.0504385169095516),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5996245456827783 0.1670581367851017),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4987649828416234 0.3428823250049285),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.6010743418747079 0.2078928650050589),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.61632282667766 0.2418532581724126),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5649711036545715 0.2811657223664178),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5693568337091478 0.265209369757407),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.5674359963037673 0.245622630280216),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5884722964934603 0.2343801777046457),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5679015490400676 0.1939395578231401),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.576113843109027 0.1761866888398309),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.6277528185700254 0.2023275814730754),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5826713298864151 0.1232787649775447),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5872332519337046 0.2178944947299747),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4575705208050191 0.266133788203289),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5766495054134967 0.0782853820863019),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.526712386125831 0.0312028093404905),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5578691315482917 0.109941773138362),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.5707025298567201 0.0428242839175083),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5348613715329064 0.1050687723953339),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5359725800958707 0.0416395334313936),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4282354763783808 0.3063231060258488),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.509416767853472 0.1828856493949003),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5025025654571399 0.0485052248790404),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5727175014440195 0.1130029701944701),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3781014355298055 0.516311140164459),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.459116232144208 0.5072124618835391),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3652128810275263 0.7217228555121482),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.2365209941615628 0.7273710924956606),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.2532346086289806 0.7207460815143076),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4093623013663571 0.4914027597036415),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3064975921756711 0.7078045003166014),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3465974550658799 0.7136842259489071),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3391085943863202 0.7195272065048762),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3257316301038624 0.7139002023700336),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3239802544495902 0.7156684031226266),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3340478703204073 0.7142440056328642),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3370870109717684 0.7222375722404155),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3408333232765065 0.7199521108015373),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.2482900004403865 0.6903027836418653),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3426216285117405 0.7248186706706607),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3495319189467509 0.7227545765020994),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3423452782805832 0.7599198896063767),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3575385143516713 0.7482268900520298),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3471179679512414 0.7235924168121689),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3429918071450362 0.7652306975429296),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3371868862886 0.7502357480178058),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3394661565065517 0.7417169731297764),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.3221926985678319 0.7438346045925713),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.2816908730904638 0.7698765433457372),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.3476979201401324 0.7465606216374254),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.412454651514868 0.7192214241616045),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4710794117109775 0.5371141317559628),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4615720322890696 0.673163469091519),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.412035358621743 0.5470983395122088),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.384806328550721 0.573594221929897),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4473196075332287 0.5273246500582045),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4820525666756242 0.5530287564913937),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4929117275034081 0.5802794977485918),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5034213800554866 0.5805633980166751),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.500053334904366 0.5656316357107547),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4996463335576814 0.5977680896289378),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4707145366311258 0.5353462960804114),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4263007382305317 0.5386067308364546),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4159762551469152 0.5404916356278743),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.5134916528762827 0.567559921168861),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4355568668483182 0.58045327625581),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4140592833748639 0.6248254249957377),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.4898635757660585 0.6241989980358732),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.4986878142095423 0.6400550436598454),-0.02908372029919354,-0.02908372029919354
0.0,POINT (0.413184675135894 0.6578798690740921),-0.02908372029919353,-0.02908372029919353
0.0,POINT (0.485759936908283 0.6444202221890681),-0.02908372029919354,-0.02908372029919354
